Data,Ente,gg,mezzo,Km_auto,Km_mezzi,Km_bici,Km_piedi,alimentazione
2020/06/08 8:03:44 AM EET,ARPA Veneto,16,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Diesel
2020/06/08 8:04:37 AM EET,ARPA Veneto,48,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 8:10:23 AM EET,ARPAE Emilia-Romagna,3,Auto/Moto/Scooter/Ciclomotore,5,5,5,5,Benzina
2020/06/08 8:13:51 AM EET,ARPAT Toscana,46,Auto/Moto/Scooter/Ciclomotore,0,0,0,70,Diesel
2020/06/08 8:14:28 AM EET,ARPA Valle d'Aosta,15,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 8:14:54 AM EET,ARPA Veneto,22,Auto/Moto/Scooter/Ciclomotore,4,0,0,0,Benzina
2020/06/08 8:15:26 AM EET,ARPAE Emilia-Romagna,19,Auto/Moto/Scooter/Ciclomotore,4,0,0,0,Benzina
2020/06/08 8:16:22 AM EET,ARPA Veneto,59,Auto/Moto/Scooter/Ciclomotore,45,0,0,6,Ibrido
2020/06/08 8:16:30 AM EET,ARPAT Toscana,17,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/08 8:18:02 AM EET,ARPA Veneto,21,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Diesel
2020/06/08 8:18:07 AM EET,ARTA Abruzzo,48,Bicicletta/monopattino,0,0,2,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 8:18:31 AM EET,APPA Trento,25,A piedi,0,0,0,3.5,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 8:18:38 AM EET,APPA Trento,37,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 8:19:53 AM EET,ARPA Veneto,35,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 8:21:54 AM EET,ARPA Veneto,25,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Benzina
2020/06/08 8:24:27 AM EET,ARTA Abruzzo,49,Mezzi pubblici (autobus/tram/treno...),0,140,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 8:26:52 AM EET,ARPA Campania,4,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,GPL
2020/06/08 8:29:54 AM EET,ARPA Liguria,45,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 8:31:50 AM EET,ARPA Veneto,23,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
2020/06/08 8:35:38 AM EET,ARPA Marche,8,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Diesel
2020/06/08 8:37:00 AM EET,ARPAE Emilia-Romagna,20,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 8:37:39 AM EET,ARPA Veneto,53,Mezzi pubblici (autobus/tram/treno...),0,3,0,0,Benzina
2020/06/08 8:38:43 AM EET,ARPA Sicilia,60,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Diesel
2020/06/08 8:39:05 AM EET,ARPA Piemonte,35,Auto/Moto/Scooter/Ciclomotore,80,0,0,0,Diesel
2020/06/08 8:39:16 AM EET,ARPA Lombardia,61,Mezzi pubblici (autobus/tram/treno...),0,80,4,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 8:39:45 AM EET,ARPA Veneto,43,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/08 8:42:10 AM EET,ARPA Marche,38,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Diesel
2020/06/08 8:42:22 AM EET,ARPA Piemonte,19,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Benzina
2020/06/08 8:43:23 AM EET,ARPA Lombardia,33,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Benzina
2020/06/08 8:44:42 AM EET,ARPA Liguria,21,Bicicletta/monopattino,0,0,20,0,Diesel
2020/06/08 8:44:44 AM EET,ARPA Marche,19,A piedi,0,0,0,0.4,Benzina
2020/06/08 8:45:48 AM EET,ARPA Veneto,50,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Diesel
2020/06/08 8:47:33 AM EET,ARPA Calabria,27,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Diesel
2020/06/08 8:48:51 AM EET,ARPA Molise,42,Mezzi pubblici (autobus/tram/treno...),0,150,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 8:49:32 AM EET,ARPA Veneto,38,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Benzina
2020/06/08 8:55:27 AM EET,ARPA Veneto,30,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 8:58:30 AM EET,ARPA Piemonte,38,Auto/Moto/Scooter/Ciclomotore,38,0,0,0,GPL
2020/06/08 8:59:22 AM EET,ARPA Umbria,36,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/08 8:59:39 AM EET,ARPA Veneto,39,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 9:00:48 AM EET,ARPA Calabria,45,Car pooling - viaggio condiviso con tre colleghi,90,0,0,0,Diesel
2020/06/08 9:01:01 AM EET,ARPA Veneto,11,Bicicletta/monopattino,4,0,4,4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 9:08:41 AM EET,ARPAE Emilia-Romagna,52,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 9:09:44 AM EET,ARPAE Emilia-Romagna,42,Auto/Moto/Scooter/Ciclomotore,23,0,0,0,Metano
2020/06/08 9:11:39 AM EET,APPA Bolzano,32,Bicicletta/monopattino,2,0,2,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 9:17:13 AM EET,ARPA Sardegna,34,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Ibrido
2020/06/08 9:19:19 AM EET,ARPAE Emilia-Romagna,12,Auto/Moto/Scooter/Ciclomotore,26,0,0,0,Metano
2020/06/08 9:20:10 AM EET,ARPAE Emilia-Romagna,24,Bicicletta/monopattino,0,0,8,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 9:21:30 AM EET,ARPAE Emilia-Romagna,12,Auto/Moto/Scooter/Ciclomotore,26,0,0,0,Metano
2020/06/08 9:21:45 AM EET,ARPA Veneto,48,Auto/Moto/Scooter/Ciclomotore,9,0,0,0,Benzina
2020/06/08 9:22:45 AM EET,ARPA Lombardia,90,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Benzina
2020/06/08 9:23:34 AM EET,APPA Bolzano,20,Auto/Moto/Scooter/Ciclomotore,50,20,0,1,Benzina
2020/06/08 9:24:09 AM EET,ARPA Veneto,42,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 9:24:48 AM EET,ISPRA,55,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Diesel
2020/06/08 9:27:47 AM EET,ARPA Marche,17,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,GPL
2020/06/08 9:28:12 AM EET,ARPAE Emilia-Romagna,33,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/08 9:29:56 AM EET,ARPA Marche,16,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,GPL
2020/06/08 9:33:02 AM EET,ISPRA,65,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 9:36:43 AM EET,ARPA Veneto,12,Auto/Moto/Scooter/Ciclomotore,75,0,0,2,Diesel
2020/06/08 9:38:57 AM EET,ARPAE Emilia-Romagna,3,Auto/Moto/Scooter/Ciclomotore,66,0,0,0,Diesel
2020/06/08 9:39:39 AM EET,ARPA Piemonte,45,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Benzina
2020/06/08 9:42:36 AM EET,ARPA Veneto,34,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 9:46:13 AM EET,ARPA Veneto,3,Auto/Moto/Scooter/Ciclomotore,66,0,0,0,Diesel
2020/06/08 9:47:13 AM EET,ARPA Lombardia,39,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 9:49:54 AM EET,ARPAE Emilia-Romagna,55,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 9:50:28 AM EET,ARPAE Emilia-Romagna,20,Bicicletta/monopattino,0,0,4,0,GPL
2020/06/08 9:50:28 AM EET,ARPAE Emilia-Romagna,20,Bicicletta/monopattino,0,0,4,0,GPL
2020/06/08 9:57:08 AM EET,ARPA Piemonte,41,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/08 10:03:28 AM EET,ARPA Veneto,0,Bicicletta/monopattino,0,0,3,0,Benzina
2020/06/08 10:04:17 AM EET,ARPA Lombardia,55,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/08 10:07:29 AM EET,ARPA Lombardia,50,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 10:07:42 AM EET,ARPA Lazio,58,A piedi,0,0,0,0.4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 10:09:45 AM EET,ARPA Sicilia,53,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Diesel
2020/06/08 10:10:39 AM EET,ARPA Valle d'Aosta,20,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Benzina
2020/06/08 10:11:26 AM EET,ARPA Veneto,48,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 10:12:49 AM EET,ARPA Piemonte,6,Auto/Moto/Scooter/Ciclomotore,70,0,0,0,Benzina
2020/06/08 10:15:43 AM EET,ARPA Friuli Venezia-Giulia,50,Auto/Moto/Scooter/Ciclomotore,4,0,0,0,Benzina
2020/06/08 10:16:09 AM EET,ARPAE Emilia-Romagna,42,Bicicletta/monopattino,0,0,10,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 10:21:42 AM EET,ARPA Calabria,35,Auto/Moto/Scooter/Ciclomotore,80,0,0,0,Diesel
2020/06/08 10:28:52 AM EET,ARPA Calabria,48,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/08 10:30:20 AM EET,ARPA Calabria,53,Auto/Moto/Scooter/Ciclomotore,110,0,0,0,Benzina
2020/06/08 10:32:48 AM EET,ARPA Piemonte,49,Auto/Moto/Scooter/Ciclomotore,6.4,0,0,0,Diesel
2020/06/08 10:47:05 AM EET,ARPA Calabria,60,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/08 10:49:33 AM EET,ARPA Piemonte,9,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Diesel
2020/06/08 10:50:39 AM EET,ARPA Lombardia,35,Mezzi pubblici (autobus/tram/treno...),0,75,2,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 10:52:36 AM EET,ARPAE Emilia-Romagna,62,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 10:55:28 AM EET,ARPA Lombardia,15,Bicicletta/monopattino,0,0,20,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 10:56:47 AM EET,ARPA Piemonte,39,Auto/Moto/Scooter/Ciclomotore,112,0,0,0,Diesel
2020/06/08 10:58:07 AM EET,ARPAE Emilia-Romagna,15,Bicicletta/monopattino,0,0,4,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 10:58:52 AM EET,APPA Trento,5,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 11:01:34 AM EET,ISPRA,50,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/08 11:02:08 AM EET,ARPAE Emilia-Romagna,28,Bicicletta/monopattino,0,0,7,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 11:02:20 AM EET,ARTA Abruzzo,24,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Benzina
2020/06/08 11:04:12 AM EET,ARPA Piemonte,47,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,GPL
2020/06/08 11:06:22 AM EET,ARPA Veneto,51,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 11:07:18 AM EET,ARPA Veneto,56,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 11:09:23 AM EET,ARPA Umbria,0,Auto/Moto/Scooter/Ciclomotore,18,0,0,0,Benzina
2020/06/08 11:09:39 AM EET,ISPRA,40,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Metano
2020/06/08 11:10:48 AM EET,ARPA Umbria,1,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/08 11:21:34 AM EET,ISPRA,40,Auto/Moto/Scooter/Ciclomotore,80,0,0,0,Ibrido
2020/06/08 11:21:37 AM EET,ARPA Sardegna,33,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 11:21:55 AM EET,ARPA Marche,7,Auto/Moto/Scooter/Ciclomotore,60,0,0,0,Benzina
2020/06/08 11:22:00 AM EET,ARPA Veneto,44,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,GPL
2020/06/08 11:23:20 AM EET,ARPA Piemonte,20,Mezzi pubblici (autobus/tram/treno...),0,20,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 11:23:59 AM EET,ISPRA,60,Auto/Moto/Scooter/Ciclomotore,6,0,0,0,Benzina
2020/06/08 11:24:34 AM EET,ARPA Veneto,41,Auto/Moto/Scooter/Ciclomotore,4,0,0,0,GPL
2020/06/08 11:28:16 AM EET,ARPA Veneto,23,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/08 11:31:19 AM EET,ARPA Puglia,34,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/08 11:37:40 AM EET,ARPA Veneto,51,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,GPL
2020/06/08 11:41:18 AM EET,ARPAE Emilia-Romagna,5,Auto/Moto/Scooter/Ciclomotore,7,0,0,0,Diesel
2020/06/08 11:43:02 AM EET,ARPA Veneto,46,Auto/Moto/Scooter/Ciclomotore,42,0,0,0,Diesel
2020/06/08 11:49:21 AM EET,ARPA Valle d'Aosta,3,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Benzina
2020/06/08 11:51:35 AM EET,ARPA Valle d'Aosta,48,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 11:53:27 AM EET,ARPA Valle d'Aosta,53,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Benzina
2020/06/08 12:00:00 PM EET,ARPA Veneto,8,Auto/Moto/Scooter/Ciclomotore,70,0,0,0,Diesel
2020/06/08 12:00:45 PM EET,ARPA Veneto,51,Auto/Moto/Scooter/Ciclomotore,66,0,0,0,GPL
2020/06/08 12:05:28 PM EET,ARPA Friuli Venezia-Giulia,43,Auto/Moto/Scooter/Ciclomotore,22,0,0,0,Benzina
2020/06/08 12:06:32 PM EET,ARPA Valle d'Aosta,26,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Diesel
2020/06/08 12:07:04 PM EET,ARPA Valle d'Aosta,25,Auto/Moto/Scooter/Ciclomotore,14,0,0,0,Diesel
2020/06/08 12:10:26 PM EET,ARPA Valle d'Aosta,58,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Benzina
2020/06/08 12:10:41 PM EET,ARPA Valle d'Aosta,63,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Benzina
2020/06/08 12:10:49 PM EET,ARPA Valle d'Aosta,36,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Diesel
2020/06/08 12:13:16 PM EET,ISPRA,62,Auto/Moto/Scooter/Ciclomotore,45,0,0,0,Diesel
2020/06/08 12:15:03 PM EET,ARPA Valle d'Aosta,20,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Benzina
2020/06/08 12:18:00 PM EET,ARPA Lombardia,10,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/08 12:18:29 PM EET,ISPRA,51,Mezzi pubblici (autobus/tram/treno...),0,100,0,0,Diesel
2020/06/08 12:18:40 PM EET,ARPAE Emilia-Romagna,4,Mezzi pubblici (autobus/tram/treno...),0,1,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 12:24:56 PM EET,ARPAE Emilia-Romagna,57,Mezzi pubblici (autobus/tram/treno...),0,20,0,40,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 12:31:59 PM EET,ARPA Valle d'Aosta,6,Auto/Moto/Scooter/Ciclomotore,2,0,0,0,Benzina
2020/06/08 12:32:40 PM EET,ISPRA,59,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/08 12:41:51 PM EET,ARPA Piemonte,48,bicicletta + treno,0,8,7,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 12:41:53 PM EET,ARPA Marche,40,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Metano
2020/06/08 12:43:30 PM EET,ARPA Puglia,18,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/08 12:59:31 PM EET,ARPA Calabria,52,Auto/Moto/Scooter/Ciclomotore,102,0,0,0,Diesel
2020/06/08 1:08:31 PM EET,ARPAT Toscana,11,Bicicletta/monopattino,0,0,10,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 1:09:27 PM EET,ARPA Veneto,0,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/08 1:09:44 PM EET,ARPA Calabria,21,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 1:16:28 PM EET,ARPA Valle d'Aosta,14,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 1:18:33 PM EET,ARPA Marche,55,Auto/Moto/Scooter/Ciclomotore,45,0,0,0,Diesel
2020/06/08 1:24:50 PM EET,ARPA Marche,5,Auto/Moto/Scooter/Ciclomotore,0,0,0,0,GPL
2020/06/08 1:38:33 PM EET,ARPAE Emilia-Romagna,36,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Metano
2020/06/08 1:42:56 PM EET,ARPA Valle d'Aosta,10,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/08 1:47:50 PM EET,ARPAE Emilia-Romagna,40,Bicicletta/monopattino,0,0,6,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/08 2:39:40 PM EET,ARPA Calabria,53,Auto/Moto/Scooter/Ciclomotore,140,0,0,0,Diesel
2020/06/08 2:40:47 PM EET,ARPA Veneto,50,Auto/Moto/Scooter/Ciclomotore,17,0,0,0,Diesel
2020/06/08 2:47:04 PM EET,ARPA Veneto,0,Mezzi pubblici (autobus/tram/treno...),12,12,12,12,Benzina
2020/06/08 2:54:53 PM EET,ARPAE Emilia-Romagna,1,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 3:02:59 PM EET,ARPA Veneto,24,Auto/Moto/Scooter/Ciclomotore,25,0,0,0,Diesel
2020/06/08 3:05:01 PM EET,ARPA Veneto,52,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
2020/06/08 3:08:08 PM EET,ARPA Lombardia,49,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 3:11:01 PM EET,ARPA Veneto,6,Auto/Moto/Scooter/Ciclomotore,30,0,0,1,Diesel
2020/06/08 3:27:49 PM EET,ARPA Veneto,9,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Benzina
2020/06/08 3:32:29 PM EET,ISPRA,12,Auto/Moto/Scooter/Ciclomotore,6,0,0,0,GPL
2020/06/08 3:39:49 PM EET,ARPAE Emilia-Romagna,50,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Metano
2020/06/08 3:39:55 PM EET,ARPAT Toscana,23,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 3:43:55 PM EET,APPA Bolzano,50,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/08 3:45:13 PM EET,ARPA Calabria,33,Auto/Moto/Scooter/Ciclomotore,43,0,0,0,Diesel
2020/06/08 3:46:22 PM EET,ARPAE Emilia-Romagna,5,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,GPL
2020/06/08 3:46:43 PM EET,ARPA Calabria,33,Auto/Moto/Scooter/Ciclomotore,44,0,0,0,Diesel
2020/06/08 3:58:52 PM EET,ARPA Valle d'Aosta,63,Auto/Moto/Scooter/Ciclomotore,17,0,0,0,Benzina
2020/06/08 4:06:35 PM EET,ARPA Marche,21,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Metano
2020/06/08 4:22:04 PM EET,ARPA Marche,30,Auto/Moto/Scooter/Ciclomotore,5,0,0,0,Diesel
2020/06/08 4:25:39 PM EET,ARPA Veneto,31,Auto/Moto/Scooter/Ciclomotore,30,0,0,0,Diesel
2020/06/08 4:41:27 PM EET,ARPA Sicilia,5,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,Diesel
2020/06/08 5:08:02 PM EET,ARPA Liguria,40,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/08 5:29:18 PM EET,ARPA Lombardia,63,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/08 5:42:25 PM EET,ARPA Valle d'Aosta,30,Auto/Moto/Scooter/Ciclomotore,54,0,0,0,Ibrido
2020/06/08 5:50:12 PM EET,ARPAE Emilia-Romagna,39,Auto/Moto/Scooter/Ciclomotore,2,0,0,0,Benzina
2020/06/08 6:23:00 PM EET,ARPAE Emilia-Romagna,50,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/08 6:32:09 PM EET,ARPAE Emilia-Romagna,45,Auto/Moto/Scooter/Ciclomotore,22,0,0,0,GPL
2020/06/08 6:53:15 PM EET,ARPA Lombardia,34,Auto/Moto/Scooter/Ciclomotore,15,0,0,0,Benzina
2020/06/08 8:08:45 PM EET,ARPA Molise,39,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Diesel
2020/06/08 9:02:07 PM EET,ARPA Veneto,6,Auto/Moto/Scooter/Ciclomotore,22,0,0,0,Diesel
2020/06/08 9:46:29 PM EET,ARPAE Emilia-Romagna,48,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/09 7:54:22 AM EET,ARPA Marche,38,Auto/Moto/Scooter/Ciclomotore,16,0,0,0,Diesel
2020/06/09 7:57:43 AM EET,ISPRA,22,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/09 8:05:51 AM EET,ARPAE Emilia-Romagna,60,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/09 8:07:06 AM EET,ARPA Veneto,56,Bicicletta/monopattino,0,0,6,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/09 8:13:21 AM EET,ARPA Veneto,5,Auto/Moto/Scooter/Ciclomotore,40,0,0,0.4,Benzina
2020/06/09 8:14:33 AM EET,ARPAE Emilia-Romagna,40,Auto/Moto/Scooter/Ciclomotore,8,0,0,0,Benzina
2020/06/09 8:18:17 AM EET,ARPA Veneto,20,Auto/Moto/Scooter/Ciclomotore,50,0,0,0,GPL
2020/06/09 8:32:29 AM EET,ARPAE Emilia-Romagna,31,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/09 8:48:51 AM EET,ARPA Puglia,5,Auto/Moto/Scooter/Ciclomotore,110,0,0,0,Benzina
2020/06/09 9:15:24 AM EET,ARPA Valle d'Aosta,39,Auto/Moto/Scooter/Ciclomotore,104.2,0,0,0,Benzina
2020/06/09 9:22:03 AM EET,ARPA Veneto,46,Auto/Moto/Scooter/Ciclomotore,20,0,0,2,Benzina
2020/06/09 9:23:38 AM EET,ARPAE Emilia-Romagna,50,Auto/Moto/Scooter/Ciclomotore,100,0,0,0,Diesel
2020/06/09 9:26:46 AM EET,ARPA Veneto,50,Mezzi pubblici (autobus/tram/treno...),0,70,0,4,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/09 9:26:59 AM EET,ARPA Veneto,50,Auto/Moto/Scooter/Ciclomotore,22,0,0,0,GPL
2020/06/09 9:27:40 AM EET,ARPA Veneto,43,Auto/Moto/Scooter/Ciclomotore,20,0,0,0,Benzina
2020/06/09 9:28:11 AM EET,ARPA Veneto,47,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/09 9:32:49 AM EET,ARPAE Emilia-Romagna,5,Auto/Moto/Scooter/Ciclomotore,21,0,0,0,Diesel
2020/06/09 9:34:36 AM EET,ARPAE Emilia-Romagna,45,Auto/Moto/Scooter/Ciclomotore,10,0,0,0,Benzina
2020/06/09 9:41:48 AM EET,ISPRA,60,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/09 9:42:57 AM EET,ARPA Veneto,25,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/09 9:43:18 AM EET,ARPAE Emilia-Romagna,60,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/09 9:44:11 AM EET,ARPA Piemonte,15,Auto/Moto/Scooter/Ciclomotore,45,0,0,0,Metano
2020/06/09 9:54:34 AM EET,ARPA Valle d'Aosta,80,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,GPL
2020/06/09 10:11:24 AM EET,ARPA Lazio,54,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/09 10:11:40 AM EET,ARPA Lombardia,87,Mezzi pubblici (autobus/tram/treno...),0,10,0,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/09 10:17:44 AM EET,ARPA Veneto,43,Bicicletta/monopattino,0,0,6,0,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/09 10:22:44 AM EET,ARPA Veneto,32,Auto/Moto/Scooter/Ciclomotore,12,0,0,0,Benzina
2020/06/09 10:47:10 AM EET,ARPA Veneto,60,Auto/Moto/Scooter/Ciclomotore,8,15,0,0,Benzina
2020/06/09 10:49:07 AM EET,ARPAE Emilia-Romagna,25,Auto/Moto/Scooter/Ciclomotore,26,0,0,0,Benzina
2020/06/09 11:15:05 AM EET,ARPA Lombardia,53,Mezzi pubblici (autobus/tram/treno...),0,15,0,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/09 11:15:48 AM EET,ARPAE Emilia-Romagna,18,Auto/Moto/Scooter/Ciclomotore,32,0,0,0,Benzina
2020/06/09 11:21:05 AM EET,ARPAE Emilia-Romagna,31,Auto/Moto/Scooter/Ciclomotore,44,0,0,0,Benzina
2020/06/09 11:23:43 AM EET,ARPA Veneto,44,Auto/Moto/Scooter/Ciclomotore,,,,,
2020/06/09 11:34:48 AM EET,ARPA Marche,10,Auto/Moto/Scooter/Ciclomotore,32,0,0,0,Metano
2020/06/09 11:36:21 AM EET,ARPAE Emilia-Romagna,46,Mezzi pubblici (autobus/tram/treno...),,,,,
2020/06/09 11:40:33 AM EET,ARPAE Emilia-Romagna,57,Auto/Moto/Scooter/Ciclomotore,13,0,0,0,Benzina
2020/06/09 11:44:52 AM EET,ARPA Veneto,3,Auto/Moto/Scooter/Ciclomotore,55,0,0,0,Benzina
2020/06/09 12:01:05 PM EET,ARPA Veneto,50,Auto/Moto/Scooter/Ciclomotore,40,0,0,0,Diesel
2020/06/09 12:02:55 PM EET,ARPAE Emilia-Romagna,44,Auto/Moto/Scooter/Ciclomotore,27,0,0,0,Benzina
2020/06/09 12:27:12 PM EET,ARPA Puglia,27,Mezzi pubblici (autobus/tram/treno...),0,240,0,1,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/09 12:39:13 PM EET,ARPA Liguria,21,Bicicletta/monopattino,0,0,10,2,NON USO QUESTA MODALITA' DI SPOSTAMENTO
2020/06/09 12:44:44 PM EET,ARPAE Emilia-Romagna,45,Auto/Moto/Scooter/Ciclomotore,,,,,
